sex,internetdailyhour,transport,vehicletype,monthlygrocerybill,frequencyoftravelingbyair,vehiclemonthlydistancekm,wastebagweeklycount,timespentonpc,carbonemission
female,9,walk/bicycle,,241,frequently,2,2,17,1353
female,16,private,hybrid,127,very frequently,9352,6,21,5015
male,6,private,electric,203,frequently,8920,2,23,2179
female,10,walk/bicycle,,58,frequently,25,7,12,1376
male,5,walk/bicycle,,261,very frequently,14,3,14,1752
male,11,private,petrol,218,never,5278,3,8,3312
female,23,walk/bicycle,,192,frequently,75,3,9,2025
female,17,private,lpg,194,frequently,7148,7,10,3633
male,9,walk/bicycle,,92,rarely,31,5,21,2445
female,9,public,,147,frequently,2,2,7,1151
female,12,walk/bicycle,,237,frequently,88,3,20,2080
female,2,public,,274,rarely,342,3,4,1164
female,10,public,,270,rarely,1962,3,11,1037
female,19,private,lpg,244,very frequently,9014,3,1,3949
male,18,public,,267,rarely,1557,4,9,1546
male,21,public,,121,rarely,1537,1,9,1219
female,22,public,,259,rarely,293,2,14,1304
female,7,private,hybrid,196,very frequently,6180,7,13,3958
female,17,walk/bicycle,,54,rarely,61,1,5,851
female,15,walk/bicycle,,63,frequently,11,6,5,1357
female,5,walk/bicycle,,193,rarely,80,4,24,1869
male,9,private,diesel,183,rarely,8717,6,21,3635
female,14,public,,146,very frequently,1604,3,2,2279
male,20,private,hybrid,69,very frequently,9050,5,17,4851
female,16,walk/bicycle,,168,never,86,7,2,1510
male,15,walk/bicycle,,253,never,21,4,7,1447
male,4,private,hybrid,93,very frequently,1760,3,12,2105
female,3,public,,270,rarely,631,3,22,891
female,21,public,,170,never,755,1,12,1336
female,9,walk/bicycle,,221,frequently,1,4,10,2207
male,10,private,lpg,191,very frequently,6482,7,17,5918
male,16,walk/bicycle,,80,rarely,76,3,8,1514
female,19,public,,100,frequently,1795,4,16,2499
male,12,public,,118,frequently,311,2,22,1632
male,22,public,,265,rarely,1959,5,24,1826
male,0,walk/bicycle,,235,never,52,5,23,1656
male,17,walk/bicycle,,126,very frequently,14,3,12,2418
male,10,public,,155,never,649,4,18,1459
male,9,walk/bicycle,,82,never,69,4,14,1874
female,19,walk/bicycle,,92,never,29,1,20,1057
male,12,walk/bicycle,,94,very frequently,96,1,10,2782
female,17,walk/bicycle,,98,never,50,7,7,1809
female,24,private,petrol,184,very frequently,1614,3,6,2612
female,18,public,,286,frequently,601,5,9,2866
female,9,private,lpg,243,rarely,4215,4,14,2578
female,14,public,,91,rarely,1890,6,15,1322
male,3,public,,92,very frequently,909,1,15,2249
male,11,public,,230,very frequently,1046,5,4,3301
male,20,public,,105,very frequently,1394,7,18,2599
male,12,walk/bicycle,,205,very frequently,15,6,15,2741
female,16,private,lpg,133,never,6127,7,6,2467
female,2,walk/bicycle,,151,never,98,4,12,1579
male,19,public,,57,never,1372,7,10,2456
female,4,public,,251,very frequently,1978,7,17,2161
female,4,public,,113,never,1108,7,21,1565
male,24,public,,138,rarely,1957,2,2,2271
male,13,public,,79,very frequently,3,2,23,3439
male,4,public,,64,frequently,415,6,19,2573
female,9,public,,291,rarely,1818,4,13,1544
female,22,public,,148,never,639,7,22,791
female,6,public,,275,rarely,388,3,15,1264
female,7,public,,289,frequently,804,7,14,3011
male,20,private,diesel,84,never,4084,3,24,2780
female,23,walk/bicycle,,244,rarely,30,2,6,1273
female,18,public,,64,rarely,1488,3,14,1332
male,12,public,,179,rarely,447,5,8,1594
female,24,public,,263,rarely,1476,7,18,2322
female,1,public,,268,never,1368,4,0,1410
female,10,walk/bicycle,,128,very frequently,8,1,9,3159
male,19,public,,101,never,1227,2,17,1159
male,3,public,,63,frequently,1597,7,4,2970
male,21,public,,66,never,574,7,11,1711
female,1,walk/bicycle,,51,frequently,19,1,8,1211
male,1,walk/bicycle,,222,frequently,73,2,11,1514
male,17,public,,116,frequently,338,1,1,1649
female,9,public,,245,never,1527,1,15,789
male,1,walk/bicycle,,81,never,95,5,4,1280
female,0,walk/bicycle,,173,never,69,5,20,1182
male,12,private,lpg,260,rarely,2266,3,10,2727
male,3,public,,251,never,885,7,19,2299
male,2,walk/bicycle,,129,rarely,56,5,11,1174
female,21,public,,71,rarely,1370,6,3,1507
male,17,walk/bicycle,,264,very frequently,42,5,17,4158
male,20,walk/bicycle,,281,never,5,1,11,1107
male,0,walk/bicycle,,128,frequently,13,2,13,2048
female,6,private,hybrid,125,rarely,3849,7,14,1423
female,11,walk/bicycle,,130,very frequently,50,7,1,3191
female,2,walk/bicycle,,212,frequently,50,4,14,1846
female,23,walk/bicycle,,270,very frequently,3,7,5,2399
female,10,private,diesel,220,rarely,9445,3,20,3582
female,16,private,diesel,210,very frequently,4197,2,16,3538
female,2,public,,209,never,600,6,3,1622
male,19,private,hybrid,53,rarely,1720,1,10,1387
male,12,public,,73,very frequently,1890,3,5,2262
male,3,private,petrol,53,very frequently,601,4,15,2729
female,10,private,electric,53,very frequently,6894,7,0,2026
female,17,public,,132,frequently,636,4,12,1802
female,9,public,,212,very frequently,1201,2,23,2761
male,4,walk/bicycle,,240,rarely,48,3,10,976
male,20,private,electric,183,very frequently,5442,3,9,2522
male,5,public,,295,frequently,236,4,8,2457
female,20,private,lpg,222,very frequently,3388,3,16,3559
male,13,public,,102,frequently,1084,2,22,1472
female,9,walk/bicycle,,295,very frequently,95,2,24,3060
female,0,private,diesel,120,never,5698,1,17,2790
male,5,public,,56,rarely,780,7,14,1916
male,17,walk/bicycle,,134,very frequently,2,2,21,2809
male,1,walk/bicycle,,111,rarely,75,6,22,1696
male,23,public,,282,never,495,3,24,1648
female,8,walk/bicycle,,186,rarely,95,2,19,1208
female,19,walk/bicycle,,59,very frequently,43,1,0,2439
female,21,private,hybrid,191,frequently,6716,3,7,2999
male,2,public,,299,never,1840,6,23,1471
male,3,public,,55,frequently,1386,5,21,2471
male,6,private,diesel,179,very frequently,3717,5,10,2899
male,0,walk/bicycle,,71,very frequently,71,1,20,2163
female,16,walk/bicycle,,79,rarely,46,1,21,1182
female,2,walk/bicycle,,162,frequently,85,7,11,2897
female,18,private,hybrid,292,frequently,3745,1,5,2056
female,4,walk/bicycle,,161,very frequently,78,7,16,3026
male,2,public,,218,rarely,1046,1,18,1084
male,16,private,diesel,54,frequently,9915,5,11,4122
male,7,private,diesel,232,never,1181,3,2,1888
male,22,private,lpg,194,frequently,4044,2,10,2960
male,9,walk/bicycle,,91,rarely,1,7,19,1761
male,14,public,,105,very frequently,983,3,9,3168
female,16,private,electric,158,never,5151,7,8,980
male,7,public,,72,rarely,810,7,20,1557
female,5,private,electric,153,rarely,5711,4,10,1523
female,6,private,hybrid,125,frequently,4670,6,5,2551
female,17,private,hybrid,52,rarely,6862,7,10,3198
female,18,private,petrol,137,rarely,8095,4,14,4960
female,13,walk/bicycle,,74,very frequently,18,4,1,2735
female,1,public,,80,very frequently,1780,2,13,1581
male,15,private,diesel,232,never,2764,1,16,1998
female,17,private,hybrid,120,never,2061,4,12,1734
male,9,private,electric,268,very frequently,8886,3,8,2797
female,2,private,lpg,151,rarely,1703,7,2,2409
female,2,public,,257,very frequently,1479,5,5,2429
male,10,public,,242,frequently,1751,6,6,2389
male,23,walk/bicycle,,249,rarely,58,3,10,1906
female,1,walk/bicycle,,68,very frequently,6,2,8,1550
female,7,walk/bicycle,,152,never,64,6,7,875
female,9,private,lpg,216,never,543,7,4,1574
female,22,walk/bicycle,,246,rarely,20,3,11,1870
female,2,walk/bicycle,,163,very frequently,67,3,23,2123
female,21,walk/bicycle,,61,very frequently,52,5,17,1937
female,7,walk/bicycle,,247,never,59,4,4,1332
female,5,private,hybrid,160,never,7896,3,13,1559
male,9,walk/bicycle,,238,frequently,78,3,3,1042
male,15,private,lpg,140,rarely,5270,1,6,3307
male,23,private,petrol,281,frequently,1312,2,6,2544
female,10,public,,268,rarely,848,6,24,2384
female,0,public,,292,frequently,718,4,16,1843
female,23,private,electric,97,frequently,8798,6,6,2161
male,8,public,,180,never,575,3,12,1517
male,6,public,,243,rarely,1838,2,3,1324
female,15,public,,64,never,1279,6,4,1348
female,2,private,petrol,145,never,9313,3,16,4257
female,20,walk/bicycle,,193,very frequently,41,2,22,3037
female,11,public,,140,never,1282,5,10,1069
male,5,private,petrol,237,very frequently,6938,6,20,5391
male,6,private,electric,236,never,5140,7,10,1884
male,18,private,hybrid,174,rarely,1545,3,17,1721
female,5,walk/bicycle,,238,never,78,1,12,889
male,21,public,,280,very frequently,1483,4,3,2940
female,23,private,lpg,275,very frequently,9964,5,19,4712
female,23,walk/bicycle,,271,never,51,3,13,1346
female,8,walk/bicycle,,189,rarely,13,6,15,1218
female,6,walk/bicycle,,86,never,75,4,6,771
male,17,walk/bicycle,,169,never,97,4,5,1339
female,14,public,,208,rarely,94,3,11,1801
female,15,public,,262,rarely,975,3,11,1484
male,2,walk/bicycle,,156,frequently,4,6,0,1619
male,0,walk/bicycle,,68,never,69,3,17,1027
male,7,private,petrol,74,frequently,3430,6,8,3169
female,23,private,lpg,108,frequently,7993,1,15,4042
male,15,private,diesel,238,very frequently,4870,2,11,4631
male,23,walk/bicycle,,241,frequently,21,6,13,2305
male,0,walk/bicycle,,212,very frequently,31,6,10,2951
male,11,walk/bicycle,,53,rarely,89,5,15,1352
female,24,public,,204,very frequently,1417,3,21,2262
female,4,walk/bicycle,,67,rarely,57,5,13,863
male,2,private,electric,62,frequently,9123,4,2,2539
male,19,private,lpg,151,very frequently,9070,7,11,6816
male,16,walk/bicycle,,296,very frequently,41,6,1,2928
male,19,walk/bicycle,,200,rarely,2,6,12,1749
female,6,walk/bicycle,,166,never,99,5,12,1145
male,9,public,,175,very frequently,1323,6,14,3454
male,14,private,diesel,189,rarely,274,1,8,2066
female,21,walk/bicycle,,52,frequently,16,3,18,1062
female,10,private,lpg,125,never,8390,7,7,4260
male,10,private,diesel,90,rarely,3379,1,22,2128
male,5,walk/bicycle,,195,rarely,98,4,21,1982
female,18,walk/bicycle,,159,frequently,67,6,16,2186
male,12,walk/bicycle,,255,very frequently,51,5,13,3010
male,15,private,hybrid,208,never,2215,4,11,1562
female,16,public,,138,frequently,995,4,8,1568
male,14,walk/bicycle,,105,never,82,4,22,790
male,7,public,,230,rarely,1405,3,17,2566
female,7,private,electric,77,never,9206,3,24,626
male,17,walk/bicycle,,262,rarely,31,1,6,1501
female,17,private,petrol,261,rarely,5475,5,18,3612
female,18,walk/bicycle,,65,very frequently,82,7,18,2361
male,8,private,diesel,246,rarely,9663,3,22,4347
male,24,public,,119,frequently,1436,1,23,2240
male,5,walk/bicycle,,230,never,76,3,5,2045
male,14,public,,135,very frequently,1253,2,0,2677
female,17,walk/bicycle,,141,frequently,65,6,5,1793
male,10,public,,173,rarely,500,5,23,2313
male,11,walk/bicycle,,180,never,43,3,11,996
female,1,private,diesel,98,very frequently,5774,7,2,3222
female,14,private,electric,115,never,2062,6,22,1523
male,17,public,,273,rarely,18,5,1,2412
male,13,private,petrol,198,never,1741,6,6,3325
female,9,walk/bicycle,,155,frequently,63,7,3,1910
male,0,private,diesel,196,frequently,5307,4,9,2673
male,5,public,,135,rarely,1984,3,10,1644
male,17,private,diesel,263,very frequently,7952,3,23,4496
male,1,walk/bicycle,,55,rarely,93,5,19,1474
female,17,walk/bicycle,,190,very frequently,29,7,23,2761
male,1,private,hybrid,156,rarely,2073,4,4,2011
male,11,private,electric,82,frequently,9371,4,19,2209
female,13,walk/bicycle,,77,never,7,4,21,1911
female,5,walk/bicycle,,282,very frequently,36,6,0,2551
female,15,walk/bicycle,,101,never,35,2,20,1045
male,13,public,,205,very frequently,1787,3,1,3995
female,24,private,electric,149,very frequently,8250,4,14,2901
male,3,public,,115,very frequently,909,4,15,2958
female,19,public,,135,never,356,4,9,1409
female,21,walk/bicycle,,167,very frequently,47,5,6,2511
male,11,private,diesel,175,very frequently,6142,4,13,4173
female,21,public,,225,rarely,1808,5,18,1809
male,10,public,,205,very frequently,1578,6,14,2850
female,21,private,electric,114,never,3657,7,1,1466
female,21,walk/bicycle,,148,very frequently,92,4,21,2403
male,3,walk/bicycle,,128,never,74,5,2,1045
male,24,public,,128,rarely,120,4,21,1461
male,15,walk/bicycle,,279,frequently,19,6,23,3290
female,7,public,,106,very frequently,521,6,11,2278
male,13,walk/bicycle,,169,never,83,7,5,1443
female,12,public,,285,very frequently,501,6,3,2225
male,0,public,,151,very frequently,113,5,23,3071
male,19,public,,130,never,654,1,16,1183
male,2,public,,228,frequently,1733,4,19,1580
female,24,walk/bicycle,,159,never,83,4,20,1386
male,17,public,,209,rarely,707,2,23,1384
female,22,private,petrol,155,frequently,3756,6,13,3439
female,15,walk/bicycle,,90,rarely,56,7,17,1103
female,15,private,petrol,81,frequently,7918,1,14,4286
male,3,private,diesel,50,rarely,4757,3,10,2272
male,21,private,diesel,105,rarely,4411,1,20,2482
female,5,walk/bicycle,,173,never,62,4,13,1565
female,18,public,,189,frequently,1,1,13,2144
male,7,walk/bicycle,,178,very frequently,28,3,2,2082
female,16,walk/bicycle,,271,never,43,7,23,2129
female,10,private,electric,282,frequently,5823,6,19,1644
male,10,walk/bicycle,,267,rarely,8,2,16,1494
female,5,public,,231,frequently,1271,4,10,1872
female,19,private,petrol,111,never,9845,6,9,4663
female,19,public,,148,never,1157,7,18,2013
male,10,public,,224,rarely,476,6,13,2164
female,17,public,,84,frequently,482,6,2,2314
male,23,public,,267,very frequently,319,5,0,2610
male,23,walk/bicycle,,189,very frequently,50,1,12,2898
female,3,private,diesel,54,frequently,6395,2,17,3314
female,18,public,,163,frequently,1195,5,18,1496
male,19,private,hybrid,216,very frequently,4288,6,23,3710
male,4,walk/bicycle,,210,frequently,51,7,10,2464
male,0,public,,256,rarely,62,3,17,1503
female,1,public,,125,rarely,84,2,13,748
female,17,public,,69,never,1267,1,8,1497
female,10,public,,51,very frequently,1920,2,22,2175
female,9,public,,298,rarely,1022,6,0,1707
female,23,public,,205,very frequently,103,6,3,2163
female,8,private,electric,192,never,6654,1,24,965
female,5,public,,72,never,364,6,18,1463
male,14,walk/bicycle,,70,frequently,77,4,21,1579
female,17,public,,135,frequently,436,6,24,1890
male,3,public,,57,very frequently,808,5,22,2563
male,8,public,,156,rarely,1299,5,7,2018
male,16,walk/bicycle,,142,very frequently,45,6,17,3317
male,19,walk/bicycle,,249,frequently,0,3,15,1640
male,9,private,petrol,202,rarely,5203,7,14,4151
male,21,walk/bicycle,,57,frequently,89,2,14,2212
male,14,public,,133,frequently,1339,3,15,2211
male,4,public,,225,frequently,655,6,22,2309
female,16,public,,85,rarely,1705,5,14,1698
female,6,private,lpg,161,rarely,2498,7,5,2521
female,7,private,electric,211,frequently,5145,4,7,1930
female,13,private,hybrid,166,frequently,4595,4,2,1866
female,13,walk/bicycle,,290,very frequently,39,2,14,2923
female,13,walk/bicycle,,234,frequently,0,7,2,2600
female,12,walk/bicycle,,82,very frequently,6,3,21,3128
male,16,walk/bicycle,,230,rarely,2,7,19,1601
male,12,private,lpg,246,very frequently,6434,7,11,4052
female,18,public,,110,rarely,224,6,13,1890
male,22,private,petrol,69,rarely,3291,5,0,2627
male,19,public,,282,never,983,7,19,2665
female,7,public,,285,rarely,1218,4,18,1144
male,21,public,,54,frequently,1505,4,12,2040
male,16,walk/bicycle,,140,very frequently,3,4,12,2217
male,12,private,diesel,101,very frequently,189,2,14,2614
male,16,public,,296,very frequently,1749,7,4,3308
female,10,private,lpg,95,frequently,4037,7,2,2414
male,0,public,,52,never,1747,4,22,1358
male,9,private,lpg,279,frequently,2376,1,24,3488
female,6,private,electric,124,rarely,875,3,16,1283
male,7,public,,57,frequently,1997,5,17,2199
male,10,public,,68,very frequently,1097,6,19,3894
female,11,walk/bicycle,,286,rarely,58,7,3,2440
female,23,walk/bicycle,,226,frequently,31,4,5,2547
male,5,walk/bicycle,,259,never,60,6,0,1435
female,12,private,petrol,52,never,3709,3,4,2227
female,11,public,,60,very frequently,178,1,14,2342
female,5,public,,138,never,1465,2,13,780
female,15,walk/bicycle,,84,very frequently,85,5,10,2300
male,22,walk/bicycle,,203,frequently,26,3,11,1729
male,4,walk/bicycle,,298,rarely,49,5,9,1323
male,5,public,,225,very frequently,578,2,19,2515
female,24,walk/bicycle,,109,frequently,77,4,23,2393
female,15,public,,73,frequently,1507,5,3,1285
male,22,private,hybrid,141,frequently,75,1,8,2485
male,15,private,electric,242,frequently,4749,5,23,2252
male,20,private,hybrid,171,frequently,4592,7,13,2543
male,23,walk/bicycle,,192,frequently,1,1,5,2092
female,7,private,petrol,279,very frequently,2950,7,5,3772
male,14,walk/bicycle,,64,very frequently,98,1,11,3097
male,20,private,electric,257,very frequently,5517,4,0,2758
male,8,private,petrol,276,never,4424,4,11,3306
male,3,public,,150,frequently,1916,2,0,1669
male,6,private,diesel,112,very frequently,4333,2,8,3810
male,18,walk/bicycle,,180,very frequently,90,5,1,3099
male,5,private,electric,70,very frequently,1210,2,7,2461
male,16,walk/bicycle,,52,frequently,97,1,5,1310
female,23,public,,244,rarely,1099,4,11,1767
female,17,public,,280,never,1934,6,17,1871
male,24,public,,227,frequently,783,6,8,2230
female,7,walk/bicycle,,189,rarely,46,5,3,2910
male,15,public,,196,very frequently,1250,4,23,2708
female,4,private,lpg,255,frequently,8105,5,3,4099
male,8,private,lpg,109,rarely,9007,1,1,3358
female,6,private,lpg,229,rarely,2349,6,1,1633
female,4,public,,288,very frequently,1671,4,19,2479
female,14,public,,204,very frequently,1330,2,24,2539
male,17,walk/bicycle,,228,frequently,71,1,24,2158
male,18,walk/bicycle,,122,very frequently,6,6,4,2623
male,22,walk/bicycle,,95,rarely,95,6,24,1589
female,7,public,,137,never,645,4,15,1318
male,16,private,diesel,195,frequently,486,1,9,1894
female,18,walk/bicycle,,188,very frequently,0,6,9,2647
female,15,walk/bicycle,,74,rarely,57,2,3,1581
female,2,public,,94,frequently,575,5,14,1543
male,8,public,,110,rarely,1483,4,22,1862
male,18,private,diesel,271,frequently,7545,5,19,3946
male,6,public,,100,never,201,3,16,1878
male,9,public,,291,never,468,7,1,1782
male,6,walk/bicycle,,241,frequently,17,4,20,1653
male,11,walk/bicycle,,151,very frequently,51,5,1,1997
male,12,private,lpg,91,very frequently,8722,6,4,5964
male,23,private,lpg,194,never,3972,7,1,2680
female,3,walk/bicycle,,158,frequently,51,1,14,1559
male,4,walk/bicycle,,281,rarely,27,3,5,2137
female,16,private,lpg,205,never,503,3,9,1232
female,21,public,,135,never,362,2,16,1218
male,20,walk/bicycle,,200,never,62,7,20,2218
male,18,private,lpg,195,never,9232,6,20,5064
female,3,private,lpg,59,rarely,3233,4,15,2633
male,15,private,lpg,145,very frequently,6659,2,20,5502
female,4,walk/bicycle,,156,frequently,86,7,10,2960
female,14,walk/bicycle,,262,rarely,85,1,11,1156
male,13,public,,121,frequently,1405,4,10,1877
female,21,walk/bicycle,,233,rarely,5,4,10,2184
female,16,walk/bicycle,,225,rarely,12,1,18,1009
male,12,public,,112,rarely,459,4,5,1965
male,1,public,,130,never,1748,3,16,1098
female,12,walk/bicycle,,56,rarely,70,2,9,1152
male,12,private,hybrid,146,very frequently,2054,1,13,2751
male,2,private,electric,284,frequently,5095,4,21,1674
female,18,private,electric,239,rarely,3850,5,21,1961
